Hand,E
AS 3C 9C,18.5395
AS 3C 9D,18.5373
AS 3C 9H,18.5373
AS 3C 9S,18.5373
AS 3C TC,18.5614
AS 3C TD,18.5527
AS 3C TH,18.5527
AS 3C TS,18.5527
AS 3C JC,18.5631
AS 3C JD,18.5631
AS 3C JH,18.5631
AS 3C JS,18.5631
AS 3D 4C,18.5305
AS 3D 4H,18.5305
AS 3D 4S,18.5766
AS 3D 5C,18.5222
AS 3D 5H,18.5222
AS 3D 5S,18.5567
AS 3D 6C,18.5188
AS 3D 6D,18.6919
AS 3D 6H,18.5188
AS 3D 6S,18.5177
AS 3D 7C,18.5399
AS 3D 7D,18.5423
AS 3D 7H,18.5399
AS 3D 7S,18.5402
AS 3D 8C,18.5441
AS 3D 8D,18.5415
AS 3D 8H,18.5441
AS 3D 8S,18.5440
AS 3D 9C,18.5373
AS 3D 9D,18.5395
AS 3D 9H,18.5373
AS 3D 9S,18.5373
AS 3D TC,18.5527
AS 3D TD,18.5614
AS 3D TH,18.5527
AS 3D TS,18.5527
AS 3D JC,18.5631
AS 3D JD,18.5631
AS 3D JH,18.5631
AS 3D JS,18.5631
AS 3H 4C,18.5305
AS 3H 4D,18.5305
AS 3H 4S,18.5766
AS 3H 5C,18.5222
AS 3H 5D,18.5222
AS 3H 5S,18.5567
AS 3H 6C,18.5188
AS 3H 6D,18.5188
AS 3H 6H,18.6919
AS 3H 6S,18.5177
AS 3H 7C,18.5399
AS 3H 7D,18.5399
AS 3H 7H,18.5423
AS 3H 7S,18.5402
AS 3H 8C,18.5441
AS 3H 8D,18.5441
AS 3H 8H,18.5415
AS 3H 8S,18.5440
AS 3H 9C,18.5373
AS 3H 9D,18.5373
AS 3H 9H,18.5395
AS 3H 9S,18.5373
AS 3H TC,18.5527
AS 3H TD,18.5527
AS 3H TH,18.5614
AS 3H TS,18.5527
AS 3H JC,18.5631
AS 3H JD,18.5631
AS 3H JH,18.5631
AS 3H JS,18.5631
AS 4C 5D,18.5438
AS 4C 5H,18.5438
AS 4C 5S,18.5359
AS 4C 6D,18.5606
AS 4C 6H,18.5606
AS 4C 6S,18.5566
AS 4C 7C,18.6917
AS 4C 7D,18.5530
AS 4C 7H,18.5530
AS 4C 7S,18.5529
AS 4C 8C,18.5774
AS 4C 8D,18.5741
AS 4C 8H,18.5741
AS 4C 8S,18.5740
AS 4C 9C,18.5705
AS 4C 9D,18.5730
AS 4C 9H,18.5730
AS 4C 9S,18.5730
AS 4C TC,18.5867
AS 4C TD,18.5837
AS 4C TH,18.5837
AS 4C TS,18.5837
AS 4C JC,18.5948
AS 4C JD,18.5846
AS 4C JH,18.5846
AS 4C JS,18.5846
AS 4D 5C,18.5438
AS 4D 5H,18.5438
AS 4D 5S,18.5359
AS 4D 6C,18.5606
AS 4D 6H,18.5606
AS 4D 6S,18.5566
AS 4D 7C,18.5530
AS 4D 7D,18.6917
AS 4D 7H,18.5530
AS 4D 7S,18.5529
AS 4D 8C,18.5741
AS 4D 8D,18.5774
AS 4D 8H,18.5741
AS 4D 8S,18.5740
AS 4D 9C,18.5730
AS 4D 9D,18.5705
AS 4D 9H,18.5730
AS 4D 9S,18.5730
AS 4D TC,18.5837
AS 4D TD,18.5867
AS 4D TH,18.5837
AS 4D TS,18.5837
AS 4D JC,18.5846
AS 4D JD,18.5948
AS 4D JH,18.5846
AS 4D JS,18.5846
AS 4H 5C,18.5438
AS 4H 5D,18.5438
AS 4H 5S,18.5359
AS 4H 6C,18.5606
AS 4H 6D,18.5606
AS 4H 6S,18.5566
AS 4H 7C,18.5530
AS 4H 7D,18.5530
AS 4H 7H,18.6917
AS 4H 7S,18.5529
AS 4H 8C,18.5741
AS 4H 8D,18.5741
AS 4H 8H,18.5774
AS 4H 8S,18.5740
AS 4H 9C,18.5730
AS 4H 9D,18.5730
AS 4H 9H,18.5705
AS 4H 9S,18.5730
AS 4H TC,18.5837
AS 4H TD,18.5837
AS 4H TH,18.5867
AS 4H TS,18.5837
AS 4H JC,18.5846
AS 4H JD,18.5846
AS 4H JH,18.5948
AS 4H JS,18.5846
AS 4S 5C,18.5721
AS 4S 5D,18.5721
AS 4S 5H,18.5721
AS 4S 6C,18.5909
AS 4S 6D,18.5909
AS 4S 6H,18.5909
AS 4S 7C,18.5832
AS 4S 7D,18.5832
AS 4S 7H,18.5832
AS 4S 7S,18.7310
AS 4S 8C,18.6054
AS 4S 8D,18.6054
AS 4S 8H,18.6054
AS 4S 8S,18.6098
AS 4S 9C,18.6043
AS 4S 9D,18.6043
AS 4S 9H,18.6043
AS 4S 9S,18.6017
AS 4S TC,18.6150
AS 4S TD,18.6150
AS 4S TH,18.6150
AS 4S TS,18.6189
AS 4S JC,18.6153
AS 4S JD,18.6153
AS 4S JH,18.6153
AS 4S JS,18.6273
AS 5C 6D,18.5312
AS 5C 6H,18.5312
AS 5C 6S,18.5271
AS 5C 7D,18.5495
AS 5C 7H,18.5495
AS 5C 7S,18.5470
AS 5C 8C,18.6734
AS 5C 8D,18.5428
AS 5C 8H,18.5428
AS 5C 8S,18.5428
AS 5C 9C,18.5610
AS 5C 9D,18.5619
AS 5C 9H,18.5619
AS 5C 9S,18.5619
AS 5C TC,18.5718
AS 5C TD,18.5743
AS 5C TH,18.5743
AS 5C TS,18.5743
AS 5C JC,18.5760
AS 5C JD,18.5729
AS 5C JH,18.5729
AS 5C JS,18.5729
AS 5D 6C,18.5312
AS 5D 6H,18.5312
AS 5D 6S,18.5271
AS 5D 7C,18.5495
AS 5D 7H,18.5495
AS 5D 7S,18.5470
AS 5D 8C,18.5428
AS 5D 8D,18.6734
AS 5D 8H,18.5428
AS 5D 8S,18.5428
AS 5D 9C,18.5619
AS 5D 9D,18.5610
AS 5D 9H,18.5619
AS 5D 9S,18.5619
AS 5D TC,18.5743
AS 5D TD,18.5718
AS 5D TH,18.5743
AS 5D TS,18.5743
AS 5D JC,18.5729
AS 5D JD,18.5760
AS 5D JH,18.5729
AS 5D JS,18.5729
AS 5H 6C,18.5312
AS 5H 6D,18.5312
AS 5H 6S,18.5271
AS 5H 7C,18.5495
AS 5H 7D,18.5495
AS 5H 7S,18.5470
AS 5H 8C,18.5428
AS 5H 8D,18.5428
AS 5H 8H,18.6734
AS 5H 8S,18.5428
AS 5H 9C,18.5619
AS 5H 9D,18.5619
AS 5H 9H,18.5610
AS 5H 9S,18.5619
AS 5H TC,18.5743
AS 5H TD,18.5743
AS 5H TH,18.5718
AS 5H TS,18.5743
AS 5H JC,18.5729
AS 5H JD,18.5729
AS 5H JH,18.5760
AS 5H JS,18.5729
AS 5S 6C,18.5281
AS 5S 6D,18.5281
AS 5S 6H,18.5281
AS 5S 7C,18.5444
AS 5S 7D,18.5444
AS 5S 7H,18.5444
AS 5S 8C,18.5379
AS 5S 8D,18.5379
AS 5S 8H,18.5379
AS 5S 8S,18.6698
AS 5S 9C,18.5572
AS 5S 9D,18.5572
AS 5S 9H,18.5572
AS 5S 9S,18.5563
AS 5S TC,18.5711
AS 5S TD,18.5711
AS 5S TH,18.5711
AS 5S TS,18.5686
AS 5S JC,18.5701
AS 5S JD,18.5701
AS 5S JH,18.5701
AS 5S JS,18.5731
AS 6C 7D,18.5322
AS 6C 7H,18.5322
AS 6C 7S,18.5320
AS 6C 8D,18.5511
AS 6C 8H,18.5511
AS 6C 8S,18.5511
AS 6C 9C,18.6738
AS 6C 9D,18.5428
AS 6C 9H,18.5428
AS 6C 9S,18.5428
AS 6C TC,18.5789
AS 6C TD,18.5754
AS 6C TH,18.5754
AS 6C TS,18.5754
AS 6C JC,18.5780
AS 6C JD,18.5805
AS 6C JH,18.5805
AS 6C JS,18.5805
AS 6D 7C,18.5322
AS 6D 7H,18.5322
AS 6D 7S,18.5320
AS 6D 8C,18.5511
AS 6D 8H,18.5511
AS 6D 8S,18.5511
AS 6D 9C,18.5428
AS 6D 9D,18.6738
AS 6D 9H,18.5428
AS 6D 9S,18.5428
AS 6D TC,18.5754
AS 6D TD,18.5789
AS 6D TH,18.5754
AS 6D TS,18.5754
AS 6D JC,18.5805
AS 6D JD,18.5780
AS 6D JH,18.5805
AS 6D JS,18.5805
AS 6H 7C,18.5322
AS 6H 7D,18.5322
AS 6H 7S,18.5320
AS 6H 8C,18.5511
AS 6H 8D,18.5511
AS 6H 8S,18.5511
AS 6H 9C,18.5428
AS 6H 9D,18.5428
AS 6H 9H,18.6738
AS 6H 9S,18.5428
AS 6H TC,18.5754
AS 6H TD,18.5754
AS 6H TH,18.5789
AS 6H TS,18.5754
AS 6H JC,18.5805
AS 6H JD,18.5805
AS 6H JH,18.5780
AS 6H JS,18.5805
AS 6S 7C,18.5283
AS 6S 7D,18.5283
AS 6S 7H,18.5283
AS 6S 8C,18.5472
AS 6S 8D,18.5472
AS 6S 8H,18.5472
AS 6S 9C,18.5393
AS 6S 9D,18.5393
AS 6S 9H,18.5393
AS 6S 9S,18.6644
AS 6S TC,18.5718
AS 6S TD,18.5718
AS 6S TH,18.5718
AS 6S TS,18.5703
AS 6S JC,18.5723
AS 6S JD,18.5723
AS 6S JH,18.5723
AS 6S JS,18.5699
AS 7C 8D,18.5321
AS 7C 8H,18.5321
AS 7C 8S,18.5321
AS 7C 9D,18.5491
AS 7C 9H,18.5491
AS 7C 9S,18.5491
AS 7C TC,18.6934
AS 7C TD,18.5542
AS 7C TH,18.5542
AS 7C TS,18.5542
AS 7C JC,18.5781
AS 7C JD,18.5755
AS 7C JH,18.5755
AS 7C JS,18.5755
AS 7D 8C,18.5321
AS 7D 8H,18.5321
AS 7D 8S,18.5321
AS 7D 9C,18.5491
AS 7D 9H,18.5491
AS 7D 9S,18.5491
AS 7D TC,18.5542
AS 7D TD,18.6934
AS 7D TH,18.5542
AS 7D TS,18.5542
AS 7D JC,18.5755
AS 7D JD,18.5781
AS 7D JH,18.5755
AS 7D JS,18.5755
AS 7H 8C,18.5321
AS 7H 8D,18.5321
AS 7H 8S,18.5321
AS 7H 9C,18.5491
AS 7H 9D,18.5491
AS 7H 9S,18.5491
AS 7H TC,18.5542
AS 7H TD,18.5542
AS 7H TH,18.6934
AS 7H TS,18.5542
AS 7H JC,18.5755
AS 7H JD,18.5755
AS 7H JH,18.5781
AS 7H JS,18.5755
AS 7S 8C,18.5315
AS 7S 8D,18.5315
AS 7S 8H,18.5315
AS 7S 9C,18.5486
AS 7S 9D,18.5486
AS 7S 9H,18.5486
AS 7S TC,18.5539
AS 7S TD,18.5539
AS 7S TH,18.5539
AS 7S TS,18.6849
AS 7S JC,18.5752
AS 7S JD,18.5752
AS 7S JH,18.5752
AS 7S JS,18.5778
AS 8C 9D,18.5312
AS 8C 9H,18.5312
AS 8C 9S,18.5312
AS 8C TD,18.5617
AS 8C TH,18.5617
AS 8C TS,18.5617
AS 8C JC,18.7186
AS 8C JD,18.5550
AS 8C JH,18.5550
AS 8C JS,18.5550
AS 8D 9C,18.5312
AS 8D 9H,18.5312
AS 8D 9S,18.5312
AS 8D TC,18.5617
AS 8D TH,18.5617
AS 8D TS,18.5617
AS 8D JC,18.5550
AS 8D JD,18.7186
AS 8D JH,18.5550
AS 8D JS,18.5550
AS 8H 9C,18.5312
AS 8H 9D,18.5312
AS 8H 9S,18.5312
AS 8H TC,18.5617
AS 8H TD,18.5617
AS 8H TS,18.5617
AS 8H JC,18.5550
AS 8H JD,18.5550
AS 8H JH,18.7186
AS 8H JS,18.5550
AS 8S 9C,18.5311
AS 8S 9D,18.5311
AS 8S 9H,18.5311
AS 8S TC,18.5616
AS 8S TD,18.5616
AS 8S TH,18.5616
AS 8S JC,18.5550
AS 8S JD,18.5550
AS 8S JH,18.5550
AS 8S JS,18.7186
AS 9C TD,18.5439
AS 9C TH,18.5439
AS 9C TS,18.5439
AS 9C JD,18.5589
AS 9C JH,18.5589
AS 9C JS,18.5589
AS 9D TC,18.5439
AS 9D TH,18.5439
AS 9D TS,18.5439
AS 9D JC,18.5589
AS 9D JH,18.5589
AS 9D JS,18.5589
AS 9H TC,18.5439
AS 9H TD,18.5439
AS 9H TS,18.5439
AS 9H JC,18.5589
AS 9H JD,18.5589
AS 9H JS,18.5589
AS 9S TC,18.5439
AS 9S TD,18.5439
AS 9S TH,18.5439
AS 9S JC,18.5589
AS 9S JD,18.5589
AS 9S JH,18.5589
AS TC JD,18.5626
AS TC JH,18.5626
AS TC JS,18.5626
AS TD JC,18.5626
AS TD JH,18.5626
AS TD JS,18.5626
AS TH JC,18.5626
AS TH JD,18.5626
AS TH JS,18.5626
AS TS JC,18.5626
AS TS JD,18.5626
AS TS JH,18.5626
AS QC KC,18.4104
AS QD KD,18.4104
AS QH KH,18.4104
AS QS KS,18.4104
2C 3D 4H,18.3649
2C 3D 4S,18.3649
2C 3D 5C,18.4463
2C 3D 5H,18.3910
2C 3D 5S,18.3910
2C 3D 6C,18.3787
2C 3D 6D,18.5291
2C 3D 6H,18.3828
2C 3D 6S,18.3828
2C 3D 7C,18.4027
2C 3D 7D,18.4019
2C 3D 7H,18.4038
2C 3D 7S,18.4038
2C 3D 8C,18.4038
2C 3D 8D,18.4017
2C 3D 8H,18.4043
2C 3D 8S,18.4043
2C 3D 9C,18.4011
2C 3D 9D,18.3997
2C 3D 9H,18.4011
2C 3D 9S,18.4011
2C 3D TC,18.4193
2C 3D TD,18.4211
2C 3D TH,18.4193
2C 3D TS,18.4193
2C 3D JC,18.4262
2C 3D JD,18.4262
2C 3D JH,18.4262
2C 3D JS,18.4262
2C 3D QC,19.0321
2C 3D QD,19.0321
2C 3D QH,19.0321
2C 3D QS,19.0321
2C 3H 4D,18.3649
2C 3H 4S,18.3649
2C 3H 5C,18.4463
2C 3H 5D,18.3910
2C 3H 5S,18.3910
2C 3H 6C,18.3787
2C 3H 6D,18.3828
2C 3H 6H,18.5291
2C 3H 6S,18.3828
2C 3H 7C,18.4027
2C 3H 7D,18.4038
2C 3H 7H,18.4019
2C 3H 7S,18.4038
2C 3H 8C,18.4038
2C 3H 8D,18.4043
2C 3H 8H,18.4017
2C 3H 8S,18.4043
2C 3H 9C,18.4011
2C 3H 9D,18.4011
2C 3H 9H,18.3997
2C 3H 9S,18.4011
2C 3H TC,18.4193
2C 3H TD,18.4193
2C 3H TH,18.4211
2C 3H TS,18.4193
2C 3H JC,18.4262
2C 3H JD,18.4262
2C 3H JH,18.4262
2C 3H JS,18.4262
2C 3H QC,19.0321
2C 3H QD,19.0321
2C 3H QH,19.0321
2C 3H QS,19.0321
2C 3S 4D,18.3649
2C 3S 4H,18.3649
2C 3S 5C,18.4463
2C 3S 5D,18.3910
2C 3S 5H,18.3910
2C 3S 6C,18.3787
2C 3S 6D,18.3828
2C 3S 6H,18.3828
2C 3S 6S,18.5291
2C 3S 7C,18.4027
2C 3S 7D,18.4038
2C 3S 7H,18.4038
2C 3S 7S,18.4019
2C 3S 8C,18.4038
2C 3S 8D,18.4043
2C 3S 8H,18.4043
2C 3S 8S,18.4017
2C 3S 9C,18.4011
2C 3S 9D,18.4011
2C 3S 9H,18.4011
2C 3S 9S,18.3997
2C 3S TC,18.4193
2C 3S TD,18.4193
2C 3S TH,18.4193
2C 3S TS,18.4211
2C 3S JC,18.4262
2C 3S JD,18.4262
2C 3S JH,18.4262
2C 3S JS,18.4262
2C 3S QC,19.0321
2C 3S QD,19.0321
2C 3S QH,19.0321
2C 3S QS,19.0321
2C 4D 5C,18.4270
2C 4D 5H,18.3738
2C 4D 5S,18.3738
2C 4D 6C,18.4195
2C 4D 6H,18.3914
2C 4D 6S,18.3914
2C 4D 7C,18.3839
2C 4D 7D,18.5151
2C 4D 7H,18.3840
2C 4D 7S,18.3840
2C 4D 8C,18.4051
2C 4D 8D,18.4045
2C 4D 8H,18.4052
2C 4D 8S,18.4052
2C 4D 9C,18.4041
2C 4D 9D,18.4015
2C 4D 9H,18.4041
2C 4D 9S,18.4041
2C 4D TC,18.4194
2C 4D TD,18.4181
2C 4D TH,18.4194
2C 4D TS,18.4194
2C 4D JC,18.4244
2C 4D JD,18.4264
2C 4D JH,18.4244
2C 4D JS,18.4244
2C 4D QC,18.9883
2C 4D QD,18.9883
2C 4D QH,18.9883
2C 4D QS,18.9883
2C 4H 5C,18.4270
2C 4H 5D,18.3738
2C 4H 5S,18.3738
2C 4H 6C,18.4195
2C 4H 6D,18.3914
2C 4H 6S,18.3914
2C 4H 7C,18.3839
2C 4H 7D,18.3840
2C 4H 7H,18.5151
2C 4H 7S,18.3840
2C 4H 8C,18.4051
2C 4H 8D,18.4052
2C 4H 8H,18.4045
2C 4H 8S,18.4052
2C 4H 9C,18.4041
2C 4H 9D,18.4041
2C 4H 9H,18.4015
2C 4H 9S,18.4041
2C 4H TC,18.4194
2C 4H TD,18.4194
2C 4H TH,18.4181
2C 4H TS,18.4194
2C 4H JC,18.4244
2C 4H JD,18.4244
2C 4H JH,18.4264
2C 4H JS,18.4244
2C 4H QC,18.9883
2C 4H QD,18.9883
2C 4H QH,18.9883
2C 4H QS,18.9883
2C 4S 5C,18.4270
2C 4S 5D,18.3738
2C 4S 5H,18.3738
2C 4S 6C,18.4195
2C 4S 6D,18.3914
2C 4S 6H,18.3914
2C 4S 7C,18.3839
2C 4S 7D,18.3840
2C 4S 7H,18.3840
2C 4S 7S,18.5151
2C 4S 8C,18.4051
2C 4S 8D,18.4052
2C 4S 8H,18.4052
2C 4S 8S,18.4045
2C 4S 9C,18.4041
2C 4S 9D,18.4041
2C 4S 9H,18.4041
2C 4S 9S,18.4015
2C 4S TC,18.4194
2C 4S TD,18.4194
2C 4S TH,18.4194
2C 4S TS,18.4181
2C 4S JC,18.4244
2C 4S JD,18.4244
2C 4S JH,18.4244
2C 4S JS,18.4264
2C 4S QC,18.9883
2C 4S QD,18.9883
2C 4S QH,18.9883
2C 4S QS,18.9883
2C 5C 6D,18.4248
2C 5C 6H,18.4248
2C 5C 6S,18.4248
2C 5C 7D,18.4410
2C 5C 7H,18.4410
2C 5C 7S,18.4410
2C 5C 8C,18.5637
2C 5C 8D,18.4345
2C 5C 8H,18.4345
2C 5C 8S,18.4345
2C 5C 9C,18.4530
2C 5C 9D,18.4539
2C 5C 9H,18.4539
2C 5C 9S,18.4539
2C 5C TC,18.4679
2C 5C TD,18.4704
2C 5C TH,18.4704
2C 5C TS,18.4704
2C 5C JC,18.4724
2C 5C JD,18.4720
2C 5C JH,18.4720
2C 5C JS,18.4720
2C 5C QC,19.1405
2C 5C QD,19.1405
2C 5C QH,19.1405
2C 5C QS,19.1405
2C 5D 6C,18.3668
2C 5D 6H,18.3799
2C 5D 6S,18.3799
2C 5D 7C,18.3906
2C 5D 7H,18.3961
2C 5D 7S,18.3961
2C 5D 8C,18.3891
2C 5D 8D,18.5122
2C 5D 8H,18.3892
2C 5D 8S,18.3892
2C 5D 9C,18.4077
2C 5D 9D,18.4068
2C 5D 9H,18.4078
2C 5D 9S,18.4078
2C 5D TC,18.4237
2C 5D TD,18.4211
2C 5D TH,18.4237
2C 5D TS,18.4237
2C 5D JC,18.4259
2C 5D JD,18.4252
2C 5D JH,18.4259
2C 5D JS,18.4259
2C 5D QC,18.9473
2C 5D QD,18.9473
2C 5D QH,18.9473
2C 5D QS,18.9473
2C 5H 6C,18.3668
2C 5H 6D,18.3799
2C 5H 6S,18.3799
2C 5H 7C,18.3906
2C 5H 7D,18.3961
2C 5H 7S,18.3961
2C 5H 8C,18.3891
2C 5H 8D,18.3892
2C 5H 8H,18.5122
2C 5H 8S,18.3892
2C 5H 9C,18.4077
2C 5H 9D,18.4078
2C 5H 9H,18.4068
2C 5H 9S,18.4078
2C 5H TC,18.4237
2C 5H TD,18.4237
2C 5H TH,18.4211
2C 5H TS,18.4237
2C 5H JC,18.4259
2C 5H JD,18.4259
2C 5H JH,18.4252
2C 5H JS,18.4259
2C 5H QC,18.9473
2C 5H QD,18.9473
2C 5H QH,18.9473
2C 5H QS,18.9473
2C 5S 6C,18.3668
2C 5S 6D,18.3799
2C 5S 6H,18.3799
2C 5S 7C,18.3906
2C 5S 7D,18.3961
2C 5S 7H,18.3961
2C 5S 8C,18.3891
2C 5S 8D,18.3892
2C 5S 8H,18.3892
2C 5S 8S,18.5122
2C 5S 9C,18.4077
2C 5S 9D,18.4078
2C 5S 9H,18.4078
2C 5S 9S,18.4068
2C 5S TC,18.4237
2C 5S TD,18.4237
2C 5S TH,18.4237
2C 5S TS,18.4211
2C 5S JC,18.4259
2C 5S JD,18.4259
2C 5S JH,18.4259
2C 5S JS,18.4252
2C 5S QC,18.9473
2C 5S QD,18.9473
2C 5S QH,18.9473
2C 5S QS,18.9473
2C 6C 7D,18.3760
2C 6C 7H,18.3760
2C 6C 7S,18.3760
2C 6C 8D,18.3926
2C 6C 8H,18.3926
2C 6C 8S,18.3926
2C 6C 9C,18.5079
2C 6C 9D,18.3845
2C 6C 9H,18.3845
2C 6C 9S,18.3845
2C 6C TC,18.4194
2C 6C TD,18.4209
2C 6C TH,18.4209
2C 6C TS,18.4209
2C 6C JC,18.4227
2C 6C JD,18.4251
2C 6C JH,18.4251
2C 6C JS,18.4251
2C 6C QC,18.9705
2C 6C QD,18.9715
2C 6C QH,18.9715
2C 6C QS,18.9715
2C 6D 7C,18.3805
2C 6D 7H,18.3839
2C 6D 7S,18.3839
2C 6D 8C,18.4002
2C 6D 8H,18.4025
2C 6D 8S,18.4025
2C 6D 9C,18.3939
2C 6D 9D,18.5175
2C 6D 9H,18.3939
2C 6D 9S,18.3939
2C 6D TC,18.4294
2C 6D TD,18.4290
2C 6D TH,18.4294
2C 6D TS,18.4294
2C 6D JC,18.4343
2C 6D JD,18.4318
2C 6D JH,18.4343
2C 6D JS,18.4343
2C 6D QC,18.9594
2C 6D QD,18.9585
2C 6D QH,18.9594
2C 6D QS,18.9594
2C 6H 7C,18.3805
2C 6H 7D,18.3839
2C 6H 7S,18.3839
2C 6H 8C,18.4002
2C 6H 8D,18.4025
2C 6H 8S,18.4025
2C 6H 9C,18.3939
2C 6H 9D,18.3939
2C 6H 9H,18.5175
2C 6H 9S,18.3939
2C 6H TC,18.4294
2C 6H TD,18.4294
2C 6H TH,18.4290
2C 6H TS,18.4294
2C 6H JC,18.4343
2C 6H JD,18.4343
2C 6H JH,18.4318
2C 6H JS,18.4343
2C 6H QC,18.9594
2C 6H QD,18.9594
2C 6H QH,18.9585
2C 6H QS,18.9594
2C 6S 7C,18.3805
2C 6S 7D,18.3839
2C 6S 7H,18.3839
2C 6S 8C,18.4002
2C 6S 8D,18.4025
2C 6S 8H,18.4025
2C 6S 9C,18.3939
2C 6S 9D,18.3939
2C 6S 9H,18.3939
2C 6S 9S,18.5175
2C 6S TC,18.4294
2C 6S TD,18.4294
2C 6S TH,18.4294
2C 6S TS,18.4290
2C 6S JC,18.4343
2C 6S JD,18.4343
2C 6S JH,18.4343
2C 6S JS,18.4318
2C 6S QC,18.9594
2C 6S QD,18.9594
2C 6S QH,18.9594
2C 6S QS,18.9585
2C 7C 8D,18.3803
2C 7C 8H,18.3803
2C 7C 8S,18.3803
2C 7C 9D,18.3968
2C 7C 9H,18.3968
2C 7C 9S,18.3968
2C 7C TC,18.5285
2C 7C TD,18.4058
2C 7C TH,18.4058
2C 7C TS,18.4058
2C 7C JC,18.4280
2C 7C JD,18.4301
2C 7C JH,18.4301
2C 7C JS,18.4301
2C 7C QC,18.9664
2C 7C QD,18.9615
2C 7C QH,18.9615
2C 7C QS,18.9615
2C 7D 8C,18.3829
2C 7D 8H,18.3831
2C 7D 8S,18.3831
2C 7D 9C,18.3994
2C 7D 9H,18.3994
2C 7D 9S,18.3994
2C 7D TC,18.4080
2C 7D TD,18.5362
2C 7D TH,18.4080
2C 7D TS,18.4080
2C 7D JC,18.4323
2C 7D JD,18.4313
2C 7D JH,18.4323
2C 7D JS,18.4323
2C 7D QC,18.9566
2C 7D QD,18.9615
2C 7D QH,18.9566
2C 7D QS,18.9566
2C 7H 8C,18.3829
2C 7H 8D,18.3831
2C 7H 8S,18.3831
2C 7H 9C,18.3994
2C 7H 9D,18.3994
2C 7H 9S,18.3994
2C 7H TC,18.4080
2C 7H TD,18.4080
2C 7H TH,18.5362
2C 7H TS,18.4080
2C 7H JC,18.4323
2C 7H JD,18.4323
2C 7H JH,18.4313
2C 7H JS,18.4323
2C 7H QC,18.9566
2C 7H QD,18.9566
2C 7H QH,18.9615
2C 7H QS,18.9566
2C 7S 8C,18.3829
2C 7S 8D,18.3831
2C 7S 8H,18.3831
2C 7S 9C,18.3994
2C 7S 9D,18.3994
2C 7S 9H,18.3994
2C 7S TC,18.4080
2C 7S TD,18.4080
2C 7S TH,18.4080
2C 7S TS,18.5362
2C 7S JC,18.4323
2C 7S JD,18.4323
2C 7S JH,18.4323
2C 7S JS,18.4313
2C 7S QC,18.9566
2C 7S QD,18.9566
2C 7S QH,18.9566
2C 7S QS,18.9615
2C 8C 9D,18.3815
2C 8C 9H,18.3815
2C 8C 9S,18.3815
2C 8C TD,18.4148
2C 8C TH,18.4148
2C 8C TS,18.4148
2C 8C JC,18.5471
2C 8C JD,18.4118
2C 8C JH,18.4118
2C 8C JS,18.4118
2C 8C QC,18.9705
2C 8C QD,18.9585
2C 8C QH,18.9585
2C 8C QS,18.9585
2C 8D 9C,18.3820
2C 8D 9H,18.3820
2C 8D 9S,18.3820
2C 8D TC,18.4153
2C 8D TH,18.4153
2C 8D TS,18.4153
2C 8D JC,18.4122
2C 8D JD,18.5522
2C 8D JH,18.4122
2C 8D JS,18.4122
2C 8D QC,18.9594
2C 8D QD,18.9715
2C 8D QH,18.9594
2C 8D QS,18.9594
2C 8H 9C,18.3820
2C 8H 9D,18.3820
2C 8H 9S,18.3820
2C 8H TC,18.4153
2C 8H TD,18.4153
2C 8H TS,18.4153
2C 8H JC,18.4122
2C 8H JD,18.4122
2C 8H JH,18.5522
2C 8H JS,18.4122
2C 8H QC,18.9594
2C 8H QD,18.9594
2C 8H QH,18.9715
2C 8H QS,18.9594
2C 8S 9C,18.3820
2C 8S 9D,18.3820
2C 8S 9H,18.3820
2C 8S TC,18.4153
2C 8S TD,18.4153
2C 8S TH,18.4153
2C 8S JC,18.4122
2C 8S JD,18.4122
2C 8S JH,18.4122
2C 8S JS,18.5522
2C 8S QC,18.9594
2C 8S QD,18.9594
2C 8S QH,18.9594
2C 8S QS,18.9715
2C 9C TD,18.3980
2C 9C TH,18.3980
2C 9C TS,18.3980
2C 9C JD,18.4160
2C 9C JH,18.4160
2C 9C JS,18.4160
2C 9C QC,19.1405
2C 9C QD,18.9473
2C 9C QH,18.9473
2C 9C QS,18.9473
2C 9D TC,18.3980
2C 9D TH,18.3980
2C 9D TS,18.3980
2C 9D JC,18.4161
2C 9D JH,18.4161
2C 9D JS,18.4161
2C 9D QC,18.9473
2C 9D QD,19.1405
2C 9D QH,18.9473
2C 9D QS,18.9473
2C 9H TC,18.3980
2C 9H TD,18.3980
2C 9H TS,18.3980
2C 9H JC,18.4161
2C 9H JD,18.4161
2C 9H JS,18.4161
2C 9H QC,18.9473
2C 9H QD,18.9473
2C 9H QH,19.1405
2C 9H QS,18.9473
2C 9S TC,18.3980
2C 9S TD,18.3980
2C 9S TH,18.3980
2C 9S JC,18.4161
2C 9S JD,18.4161
2C 9S JH,18.4161
2C 9S QC,18.9473
2C 9S QD,18.9473
2C 9S QH,18.9473
2C 9S QS,19.1405
2C TC JD,18.4232
2C TC JH,18.4232
2C TC JS,18.4232
2C TC QD,18.9883
2C TC QH,18.9883
2C TC QS,18.9883
2C TD JC,18.4232
2C TD JH,18.4232
2C TD JS,18.4232
2C TD QC,18.9883
2C TD QH,18.9883
2C TD QS,18.9883
2C TH JC,18.4232
2C TH JD,18.4232
2C TH JS,18.4232
2C TH QC,18.9883
2C TH QD,18.9883
2C TH QS,18.9883
2C TS JC,18.4232
